Timestamp,Username,Password,Status
16-12-2024 14:10:15,dudung,dudung12,Berhasil
16-12-2024 14:11:26,dudung,dudung12,Berhasil
16-12-2024 14:16:06,dudung,dudung12,Berhasil
16-12-2024 14:36:48,jamal,jamal12,Berhasil
16-12-2024 14:36:53,kamal,kamal12,Berhasil
16-12-2024 14:44:08,kamal,kamal12,Berhasil
16-12-2024 14:49:00,kamal,kamal12,Berhasil
16-12-2024 14:50:14,kamal,kamal12,Berhasil
16-12-2024 14:51:13,kamal,kamal12,Berhasil
16-12-2024 14:52:03,kamal,kamal12,Berhasil
16-12-2024 14:52:30,kamal,kamal12,Berhasil
16-12-2024 14:53:34,kamal,kamal12,Berhasil
16-12-2024 14:54:48,kamal,kamal12,Berhasil
16-12-2024 14:55:33,kamal,kamal12,Berhasil
16-12-2024 15:08:11,kamal,kamal12,Berhasil
16-12-2024 15:59:25,kamal,kamal12,Berhasil
16-12-2024 16:01:07,kamal,kamal12,Berhasil
16-12-2024 19:30:57,dudung,dudung12,Berhasil
16-12-2024 19:42:46,jarwo,jarwo,Berhasil
16-12-2024 19:43:54,jarwo,jarwo,Berhasil
16-12-2024 19:45:22,jarwo,jarwo,Berhasil
16-12-2024 19:46:10,jarwo,jarwo,Berhasil
16-12-2024 20:40:34,jarwo,jarwo,Berhasil
16-12-2024 20:47:07,jarwo,jarwo,Berhasil
16-12-2024 20:48:19,jarwo,jarwo,Berhasil
16-12-2024 20:49:47,jarwo,jarwo,Berhasil
16-12-2024 20:58:30,jarwo,jarwo,Berhasil
16-12-2024 21:15:53,jarwo,jarwo,Berhasil
16-12-2024 21:18:02,jarwo,jarwo,Berhasil
16-12-2024 21:45:03,jarwo,jarwo,Berhasil
16-12-2024 21:47:14,jarwo,jarwo,Berhasil
16-12-2024 21:58:59,jarwo,jarwo,Berhasil
16-12-2024 22:00:03,jarwo,jarwo,Berhasil
16-12-2024 22:02:28,jarwo,jarwo,Berhasil
16-12-2024 22:03:41,jarwo,jarwo,Berhasil
16-12-2024 22:04:12,jarwo,jarwo,Berhasil
16-12-2024 22:05:14,jarwo,jarwo,Berhasil
17-12-2024 09:18:16,jarwo,jarwo,Berhasil
17-12-2024 09:23:26,jarwo,jarwo,Berhasil
17-12-2024 09:37:26,jarwo,jarwo,Berhasil
17-12-2024 09:38:33,jarwo,jarwo,Berhasil
17-12-2024 09:40:27,jarwo,jarwo,Berhasil
17-12-2024 09:40:46,jarrwo,jarwo,Gagal
17-12-2024 09:40:50,jarwo,jarwo,Berhasil
17-12-2024 10:03:49,jarwo,jarwo,Berhasil
17-12-2024 10:07:00,jarwo,jarwo,Berhasil
17-12-2024 10:08:49,jarwo,jarwo,Berhasil
17-12-2024 10:09:51,jarwo,jarwo,Berhasil
17-12-2024 10:16:43,jarwo,jarwo,Berhasil
17-12-2024 10:25:14,jarwo,jarwo,Berhasil
17-12-2024 10:25:58,jarwo,jarwo,Berhasil
17-12-2024 10:26:35,jarwo,jarwo,Berhasil
17-12-2024 10:26:58,jarwo,jarw,Gagal
17-12-2024 10:27:02,jarwo,jarwo,Berhasil
17-12-2024 10:28:38,jarwo,jarwo,Berhasil
17-12-2024 10:29:10,jarwo,jarwo,Berhasil
17-12-2024 10:31:58,jarwo,jarwo,Berhasil
17-12-2024 10:36:18,kamal,kamal12,Berhasil
17-12-2024 10:45:45,kamal,kamal12,Berhasil
17-12-2024 10:46:53,kamal,kamal12,Berhasil
17-12-2024 10:50:22,kamal,kamal12,Berhasil
17-12-2024 10:52:18,kamal,kamal12,Berhasil
17-12-2024 11:03:05,kamal,kamal12,Berhasil
17-12-2024 11:08:39,kamal,kamal,Gagal
17-12-2024 11:08:41,,,Gagal
17-12-2024 11:08:45,kamal,kamal12,Berhasil
17-12-2024 11:13:40,kamal,kamal12,Berhasil
17-12-2024 11:19:34,doctor,kaja,Gagal
17-12-2024 11:19:41,jarwo,jarwo,Berhasil
17-12-2024 11:24:06,doctor,doctor,Gagal
17-12-2024 11:24:09,jarwo,jarwo,Berhasil
17-12-2024 11:25:41,jarwo,jarwo,Berhasil
17-12-2024 12:43:52,kama,kaam,Gagal
17-12-2024 12:43:58,kamal,kamal12,Berhasil
17-12-2024 12:45:02,kamal,kamal12,Berhasil
17-12-2024 12:47:31,samsu,samsu12,Berhasil
17-12-2024 15:08:29,kamal,kamal12,Berhasil
17-12-2024 15:08:57,jarwo,jarwo,Berhasil
17-12-2024 15:09:07,samsu,samsu12,Berhasil
17-12-2024 15:09:14,dudung,dudung12,Berhasil
17-12-2024 15:14:04,dudung,dudung12,Berhasil
17-12-2024 15:25:25,dudung,dudung12,Berhasil
17-12-2024 15:27:38,jarwo,jarwo,Berhasil
17-12-2024 15:27:57,dudung,dudung12,Berhasil
17-12-2024 15:28:55,dudung,dudung12,Berhasil
17-12-2024 15:34:29,dudung,dudung12,Berhasil
17-12-2024 15:47:54,dudung,dudung12,Berhasil
18-12-2024 09:40:44,kamal,kamal12,Berhasil
18-12-2024 10:23:20,jarwo,jarwo,Berhasil
18-12-2024 10:26:34,jarwo,jarwo,Berhasil
18-12-2024 10:27:35,jarwo,jarwo,Berhasil
18-12-2024 11:04:46,jarwo,jarwo,Berhasil
18-12-2024 11:08:28,dudung,dudung12,Berhasil
18-12-2024 11:32:45,jarwo,jarwo,Berhasil
18-12-2024 11:34:42,kamal,kamal12,Berhasil
18-12-2024 11:36:12,dudung,dudung12,Berhasil
18-12-2024 13:03:13,kamal,kamal12,Berhasil
18-12-2024 13:04:06,kamal,kamal1,Gagal
18-12-2024 13:04:08,kamal,,Gagal
18-12-2024 13:04:10,,,Gagal
18-12-2024 13:04:19,kamal,kamal12,Berhasil
18-12-2024 13:04:55,dudung,dudung12,Berhasil
18-12-2024 13:20:39,akmal,kontol,Gagal
18-12-2024 13:20:49,dika,kikir,Gagal
18-12-2024 13:20:58,akmal,kontol,Gagal
18-12-2024 15:14:15,kamal,kamal12,Berhasil
18-12-2024 15:14:21,kamal,kamal12,Berhasil
18-12-2024 15:21:42,kamal,kamal12,Berhasil
18-12-2024 15:50:17,kamal,kamal12,Berhasil
18-12-2024 15:52:03,kamal,kamal1,Gagal
18-12-2024 15:52:07,kamal,kamal12,Berhasil
18-12-2024 15:52:56,kamal,kamal12,Berhasil
18-12-2024 15:53:42,kamal,kamal12,Berhasil
18-12-2024 15:54:17,kamal,kamal12,Berhasil
18-12-2024 15:54:39,kamal,kamal12,Berhasil
18-12-2024 15:55:03,kamal,kamal12,Berhasil
18-12-2024 15:55:26,kamal,kamal12,Berhasil
18-12-2024 15:55:48,kamal,kamal12,Berhasil
18-12-2024 16:00:34,dudung,dudung12,Berhasil
18-12-2024 16:01:39,dudung,dudung12,Berhasil
18-12-2024 16:02:16,dudung,dudung12,Berhasil
19-12-2024 11:23:17,kamal,kamal12,Berhasil
19-12-2024 11:36:43,kamal,kamal12,Berhasil
19-12-2024 12:16:18,kamal12,kamal12,Gagal
19-12-2024 12:16:22,kamal,kamal12,Berhasil
19-12-2024 12:24:04,kamal,kamal12,Berhasil
19-12-2024 12:24:24,kamal,kamal12,Berhasil
19-12-2024 12:27:23,samsu,samsu,Gagal
19-12-2024 12:27:27,samsu,samsu12,Berhasil
19-12-2024 12:27:34,samsu,samsu12,Berhasil
19-12-2024 12:32:44,samsu,samsu12,Berhasil
19-12-2024 13:41:54,samsu,samsu12,Berhasil
19-12-2024 13:44:05,samsu,samsu12,Berhasil
19-12-2024 13:44:17,samsu,samsu12,Berhasil
19-12-2024 13:45:41,samsu,samsu12,Berhasil
19-12-2024 13:46:44,samsu,samsu12,Berhasil
19-12-2024 13:47:30,samsu,samsu12,Berhasil
19-12-2024 13:49:15,samsu,samsu12,Berhasil
19-12-2024 13:49:30,samsu,samsu12,Berhasil
19-12-2024 13:51:39,samsu,samsu12,Berhasil
19-12-2024 13:53:33,samsu,samsu12,Berhasil
19-12-2024 13:54:27,samsu,samsu12,Berhasil
19-12-2024 13:55:39,samsu,samsu12,Berhasil
19-12-2024 14:00:37,samsu,samsu12,Berhasil
19-12-2024 14:02:30,samsu,samsu12,Berhasil
19-12-2024 14:03:51,sams,sam,Gagal
19-12-2024 14:03:55,samsu,samsu12,Berhasil
19-12-2024 14:04:37,samsu,samsu12,Berhasil
19-12-2024 14:05:22,samsu,samsu12,Berhasil
19-12-2024 14:05:51,samsu,samsu12,Berhasil
19-12-2024 14:06:47,samsu,samsu12,Berhasil
19-12-2024 14:10:45,samsu,samsu12,Berhasil
19-12-2024 14:12:18,samsu,samsu12,Berhasil
19-12-2024 14:13:31,samsu,samsu12,Berhasil
19-12-2024 14:13:46,samsu,samsu12,Berhasil
19-12-2024 14:14:28,samsu,samsu12,Berhasil
19-12-2024 14:15:26,samsu,samsu12,Berhasil
19-12-2024 14:16:24,samsu,samsu12,Berhasil
19-12-2024 14:16:58,samsu,samsu12,Berhasil
19-12-2024 14:17:25,samsu,samsu12,Berhasil
19-12-2024 14:25:09,samsu,samsu12,Berhasil
19-12-2024 14:26:58,samsu,samsu12,Berhasil
19-12-2024 14:31:45,kamal,kamal12,Berhasil
19-12-2024 14:32:44,jarwo,jarwo,Berhasil
19-12-2024 14:42:30,jarwo,jarwo,Berhasil
19-12-2024 14:42:46,jarwo,jarwo,Berhasil
19-12-2024 14:43:30,jarwo,jarwo,Berhasil
19-12-2024 14:44:05,jarwo,jarwo,Berhasil
19-12-2024 14:44:28,jarwo,jarwo,Berhasil
19-12-2024 22:10:06,kamal,kamal12,Berhasil
19-12-2024 22:20:49,kamal,kamal12,Berhasil
19-12-2024 22:26:50,jarwo,jarwo,Berhasil
19-12-2024 22:27:42,jarwo,jarwo,Berhasil
19-12-2024 22:29:50,jarwo,jarwo,Berhasil
19-12-2024 22:31:05,jarwo,jarwo,Berhasil
19-12-2024 22:32:47,jarwo,jarwo,Berhasil
19-12-2024 22:35:37,jarwo,jarwo,Berhasil
20-12-2024 08:41:16,dudung,dudung12,Berhasil
20-12-2024 08:41:38,dudung,dudung12,Berhasil
20-12-2024 09:23:58,kasino,kasino12,Berhasil
20-12-2024 09:29:00,kasino,kasino12,Berhasil
20-12-2024 09:34:47,kasino,kasino,Gagal
20-12-2024 09:34:53,kasino,asa,Gagal
20-12-2024 09:34:56,kamal,kamal12,Berhasil
20-12-2024 09:36:10,kamal,kamal12,Berhasil
20-12-2024 09:36:51,kamal,kamal12,Berhasil
20-12-2024 09:38:06,kamal,kamal12,Berhasil
20-12-2024 09:38:30,kasino,kasino12,Berhasil
20-12-2024 10:03:47,kasino,kasino12,Berhasil
20-12-2024 10:04:55,ghani,ghaniskak,Gagal
20-12-2024 10:05:00,ghani,ghani12,Berhasil
20-12-2024 10:07:12,samsu,samsu12,Berhasil
20-12-2024 10:12:02,samsu,samsu12,Berhasil
20-12-2024 10:12:51,samsu,samsu12,Berhasil
20-12-2024 10:14:44,samsu,samsu12,Berhasil
20-12-2024 10:15:43,samsu,samsu12,Berhasil
20-12-2024 10:17:45,samsu,samsu12,Berhasil
20-12-2024 10:19:23,samsu,samsu12,Berhasil
20-12-2024 10:20:02,samsu,samsu12,Berhasil
20-12-2024 10:20:53,samsu,samsu12,Berhasil
20-12-2024 10:21:14,samsu,samsu12,Berhasil
20-12-2024 10:39:31,jarwo,,Gagal
20-12-2024 10:39:35,dudung,dudung12,Berhasil
20-12-2024 10:44:29,dudung,dudun12,Gagal
20-12-2024 10:44:35,dudung,dudung12,Gagal
20-12-2024 10:44:47,dudung,dudung12,Gagal
20-12-2024 10:45:24,dudung,dudung12,Gagal
20-12-2024 10:45:31,kamal,kamal12,Gagal
20-12-2024 10:46:51,kamal,kamal12,Gagal
20-12-2024 10:47:15,jarwo,jarwo,Gagal
20-12-2024 10:52:52,dudung,dudung12,Berhasil
20-12-2024 11:30:38,dudung,dudung12,Berhasil
20-12-2024 11:30:45,dudung,dudung12,Berhasil
20-12-2024 11:31:21,dudung,dudung12,Berhasil
20-12-2024 11:32:22,dudung,dudung12,Berhasil
20-12-2024 11:32:42,jarwo,jarwo,Berhasil
20-12-2024 13:29:33,smasu,samsu,Gagal
20-12-2024 13:29:36,samsu,samsu12,Berhasil
20-12-2024 13:30:57,samsu,samsu12,Berhasil
20-12-2024 13:32:36,samsu,samsu12,Berhasil
20-12-2024 13:33:15,samsu,samsu12,Berhasil
20-12-2024 13:42:09,samsu,samsu12,Berhasil
20-12-2024 13:42:53,samsu,samsu12,Berhasil
20-12-2024 13:43:29,samsu,samsu12,Berhasil
20-12-2024 13:43:58,samsu,samsu12,Berhasil
20-12-2024 13:45:05,samsu,samsu12,Berhasil
20-12-2024 13:47:44,samsu,samsu12,Berhasil
20-12-2024 13:49:06,samsu,samsu12,Berhasil
20-12-2024 13:50:01,samsu,samsu12,Berhasil
20-12-2024 13:50:29,samsu,samsu12,Berhasil
20-12-2024 13:51:14,samsu,samsu12,Berhasil
20-12-2024 13:52:02,samsu,samsu12,Berhasil
20-12-2024 13:52:35,samsu,samsu12,Berhasil
20-12-2024 13:53:12,samsu,samsu12,Berhasil
20-12-2024 13:54:27,samsu,samsu12,Berhasil
20-12-2024 13:55:59,samsu,samsu12,Berhasil
20-12-2024 14:00:15,kasino,kasino,Gagal
20-12-2024 14:00:19,kasino,kasino12,Gagal
20-12-2024 14:00:40,kasino,kasino12,Gagal
20-12-2024 14:00:55,ghani,ghani12,Gagal
20-12-2024 14:13:10,sopo,sopo12,Berhasil
20-12-2024 14:14:57,kasino,kasino12,Berhasil
20-12-2024 14:17:35,kasino,kasino12,Berhasil
20-12-2024 14:20:19,kasino,kasino,Gagal
20-12-2024 14:20:23,kasino,kasino12,Berhasil
20-12-2024 14:23:00,kasino,kasino12,Berhasil
20-12-2024 14:24:57,kasino,kasino12,Berhasil
20-12-2024 14:27:37,samsu,samsu12,Berhasil
20-12-2024 14:36:25,dono,dono12,Berhasil
20-12-2024 14:37:51,jarwo,jarwo,Berhasil
20-12-2024 14:43:00,jarwo,jarwo,Berhasil
20-12-2024 14:43:17,indro,indro12,Berhasil
20-12-2024 14:43:47,jarwo,jarwo,Berhasil
20-12-2024 14:52:44,samsu,samsu12,Berhasil
20-12-2024 14:57:59,samsu,samsu12,Berhasil
20-12-2024 14:59:41,samsu,samsu12,Berhasil
20-12-2024 14:59:57,samsu,samsu12,Berhasil
20-12-2024 15:00:48,samsu,samsu12,Berhasil
20-12-2024 15:01:52,samsu,samsu12,Berhasil
20-12-2024 15:02:29,samsu,samsu12,Berhasil
20-12-2024 15:08:52,samsu,samsu12,Berhasil
20-12-2024 15:09:29,samsu,samsu12,Berhasil
20-12-2024 15:10:45,samsu,samsu,Gagal
20-12-2024 15:10:48,samsu,samsu12,Berhasil
20-12-2024 15:12:38,samsu,samsu12,Berhasil
20-12-2024 15:12:56,samsu,samsu12,Berhasil
20-12-2024 15:14:27,samsu,samsu12,Berhasil
20-12-2024 15:18:54,kamal,kamal12,Berhasil
20-12-2024 15:19:56,jarwo,jarwo,Berhasil
20-12-2024 15:20:41,kamal,kamal12,Berhasil
20-12-2024 15:21:18,samsu,samsu12,Berhasil
20-12-2024 15:23:18,samsu,samsu12,Berhasil
20-12-2024 15:29:56,samsu,samsu12,Berhasil
20-12-2024 17:55:31,samsu,samsu12,Berhasil
20-12-2024 17:57:18,samsu,samsu,Gagal
20-12-2024 18:29:39,samsu,samsu12,Berhasil
20-12-2024 18:30:11,samsu,samsu12,Berhasil
20-12-2024 18:36:08,samsu,samsu12,Berhasil
20-12-2024 18:36:52,samsu,samsu12,Berhasil
20-12-2024 18:40:16,samsu,samsu12,Berhasil
20-12-2024 18:41:31,samsu,samsu12,Berhasil
20-12-2024 18:42:05,samsu,samsu12,Berhasil
20-12-2024 18:42:46,samsu,samsu12,Berhasil
20-12-2024 18:43:57,samsu,samsu12,Berhasil
20-12-2024 18:46:01,samsu,samsu12,Berhasil
20-12-2024 18:47:53,samsu,samsu12,Berhasil
20-12-2024 18:49:20,samsu,samsu12,Berhasil
20-12-2024 18:51:51,samsu,samsu12,Berhasil
20-12-2024 19:48:36,samsu,samsu12,Berhasil
20-12-2024 19:50:32,samsu,samsu12,Berhasil
21-12-2024 12:55:17,kamal,kamal12,Berhasil
21-12-2024 12:56:03,kasino,kasino12,Berhasil
21-12-2024 12:57:24,jarwo,jarwo,Berhasil
21-12-2024 12:58:51,samsu,samsu12,Berhasil
21-12-2024 13:00:08,jarwo,jarwo,Berhasil
21-12-2024 13:03:16,indro,indro12,Berhasil
21-12-2024 13:05:14,samsu,samsu12,Berhasil
21-12-2024 13:30:07,samsu,samsu12,Berhasil
21-12-2024 13:31:14,samsu,samsu12,Berhasil
21-12-2024 13:32:13,samsu,samsu12,Berhasil
21-12-2024 13:33:39,samsu,samsu12,Berhasil
21-12-2024 13:34:05,samsu,samsu12,Berhasil
21-12-2024 13:34:43,samsu,samsu12,Berhasil
21-12-2024 13:35:12,samsu,samsu12,Berhasil
21-12-2024 13:35:41,samsu,samsu12,Berhasil
21-12-2024 13:41:05,samsu,samsu12,Berhasil
21-12-2024 13:43:05,samsu,samsu12,Berhasil
21-12-2024 13:45:03,jarwo,,Gagal
21-12-2024 13:45:07,kamal,kamal12,Berhasil
21-12-2024 13:45:55,samsu,samsu12,Berhasil
21-12-2024 13:46:41,jarwo,jarwo,Berhasil
21-12-2024 13:47:24,jarwo,jarwo,Berhasil
21-12-2024 13:52:19,samsu,samsu12,Berhasil
21-12-2024 13:54:04,samsu,samsu12,Berhasil
21-12-2024 13:54:17,samsu,samsu12,Berhasil
21-12-2024 13:55:03,samsu,samsu12,Berhasil
21-12-2024 20:35:51,kamal,kamal12,Berhasil
21-12-2024 20:42:33,kasja,adakhdja,Gagal
21-12-2024 20:42:54,kamal,,Gagal
21-12-2024 20:43:01,andhika,andhika,Gagal
21-12-2024 20:43:10,dhik,dhika,Gagal
21-12-2024 20:43:51,dhika,dhika12,Berhasil
21-12-2024 21:20:14,dhika,dhika12,Berhasil
21-12-2024 21:21:04,jarwo,jarwo,Berhasil
21-12-2024 21:23:14,jarwo,jarwo,Berhasil
21-12-2024 21:27:37,jarwo,jarwo,Berhasil
21-12-2024 21:29:08,jarwo,jarwo,Berhasil
21-12-2024 21:30:07,akmal,dudung12,Gagal
21-12-2024 21:30:31,akmal,dudung12,Gagal
21-12-2024 21:31:05,dudung,dudung12,Berhasil
21-12-2024 21:35:14,dudung,dudung12,Berhasil
21-12-2024 21:35:56,dudung,dudung12,Berhasil
21-12-2024 21:36:33,dudung,dudung12,Berhasil
21-12-2024 21:37:00,dudung,dudung12,Berhasil
21-12-2024 21:42:19,samsu,samu12,Gagal
21-12-2024 21:42:28,samsu,samsu12,Berhasil
21-12-2024 21:44:45,samsu,samsu12,Berhasil
21-12-2024 21:46:19,samsu,samsu12,Berhasil
21-12-2024 21:47:21,samsu,samsu12,Berhasil
21-12-2024 22:13:12,dudung,dudung12,Berhasil
21-12-2024 22:14:41,dudung,dudung12,Berhasil
21-12-2024 22:15:17,dudung,dudung12,Berhasil
21-12-2024 22:19:19,dudung,dudung12,Berhasil
21-12-2024 22:40:39,akmal,kamal12,Gagal
21-12-2024 22:41:01,kamal,kamal12,Berhasil
21-12-2024 22:42:25,sop,k,Gagal
21-12-2024 22:42:33,sopo,sopo12,Berhasil
22-12-2024 06:49:34,dudung,dudung12,Berhasil
22-12-2024 06:51:30,dudung,dudung12,Berhasil
22-12-2024 06:54:51,dudung,dudung12,Berhasil
22-12-2024 06:58:25,dudung,dudung12,Berhasil
22-12-2024 07:04:13,dhika,dhika12,Berhasil
22-12-2024 07:06:58,dhika,dhika12,Berhasil
22-12-2024 07:07:57,dudung,dudung12,Berhasil
22-12-2024 07:15:27,samsu,samsu12,Berhasil
22-12-2024 07:15:39,dudung,dudung12,Berhasil
22-12-2024 07:21:06,jarwo,jarwo12,Gagal
22-12-2024 07:21:16,jarwo,jarwo,Berhasil
22-12-2024 07:22:41,jarwo,jarwo,Berhasil
22-12-2024 07:35:39,jawir,jawir12,Berhasil
22-12-2024 07:41:20,dudung,dudung12,Berhasil
22-12-2024 10:20:48,samsu,samu12,Gagal
22-12-2024 10:20:57,samsu,samsu12,Berhasil
22-12-2024 10:21:07,dudung,dudung12,Berhasil
23-12-2024 13:07:03,dudung,dudung12,Berhasil
24-12-2024 06:50:53,ilham,ilham12,Berhasil
24-12-2024 09:58:56,jarwo,jarwo,Berhasil
24-12-2024 09:59:13,jarwo,jarow,Gagal
24-12-2024 09:59:19,jarwp,jarwo,Gagal
24-12-2024 09:59:26,jarwo,jarwo,Berhasil
24-12-2024 09:59:41,jarwo,jarwo,Berhasil
24-12-2024 10:01:43,samsu,samsu12,Berhasil
24-12-2024 10:01:51,jarwo,jarwo,Berhasil
24-12-2024 10:02:14,kamal,kamal12,Berhasil
24-12-2024 10:02:25,kamal,kamal12,Berhasil
24-12-2024 10:02:56,kamal,kamal12,Berhasil
24-12-2024 10:03:35,kamal,kamal12,Berhasil
24-12-2024 10:30:37,santri,santri12,Gagal
24-12-2024 10:31:57,santri,santri12,Gagal
24-12-2024 10:34:45,santri,santri12,Gagal
24-12-2024 10:36:42,gilang,gilang12,Berhasil
24-12-2024 10:37:30,santri,santri12,Gagal
24-12-2024 10:39:04,santri,santri12,Berhasil
24-12-2024 10:42:04,hanis,h,Gagal
24-12-2024 10:42:09,ganis,ganis12,Berhasil
24-12-2024 10:49:51,jamus,jamus,Berhasil
